,area_type,availability,location,total_sqft,bath,balcony,price,BHK
3545,Built-up  Area,Ready To Move,KR Puram,2500.0,6.0,3.0,58.0,6
3546,Built-up  Area,Ready To Move,KR Puram,734.0,2.0,1.0,22.0,2
3547,Plot  Area,Ready To Move,KR Puram,1200.0,4.0,2.0,100.0,4
3548,Super built-up  Area,Ready To Move,KR Puram,1120.0,2.0,2.0,36.0,2
3549,Super built-up  Area,Ready To Move,KR Puram,1150.0,2.0,1.0,42.0,2
3550,Built-up  Area,Not Ready to Move Yet,KR Puram,4600.0,9.0,2.0,200.0,9
3551,Built-up  Area,Ready To Move,KR Puram,1050.0,2.0,2.0,55.0,2
3552,Carpet  Area,Ready To Move,KR Puram,1057.0,2.0,2.0,30.0,2
3553,Super built-up  Area,Not Ready to Move Yet,KR Puram,1085.0,2.0,1.0,46.5,2
3554,Super built-up  Area,Ready To Move,KR Puram,1700.0,3.0,3.0,105.0,3
3555,Super built-up  Area,Ready To Move,KR Puram,1200.0,2.0,1.0,72.0,2
3556,Super built-up  Area,Ready To Move,KR Puram,3628.0,4.0,1.0,246.0,4
3557,Super built-up  Area,Ready To Move,KR Puram,2000.0,2.0,0.0,75.0,2
3558,Super built-up  Area,Ready To Move,KR Puram,1100.0,2.0,2.0,45.0,2
3559,Built-up  Area,Ready To Move,KR Puram,3300.0,3.0,1.0,255.0,5
3560,Super built-up  Area,Ready To Move,KR Puram,3000.0,4.0,2.0,235.0,4
3561,Built-up  Area,Ready To Move,KR Puram,1035.0,2.0,2.0,40.0,2
3562,Super built-up  Area,Ready To Move,KR Puram,1116.0,2.0,1.0,45.0,2
3563,Super built-up  Area,Ready To Move,KR Puram,1290.0,2.0,2.0,69.0,2
3565,Carpet  Area,Ready To Move,KR Puram,866.28,2.0,0.0,36.38,2
3566,Super built-up  Area,Ready To Move,KR Puram,1096.0,2.0,1.0,43.0,2
3567,Super built-up  Area,Ready To Move,KR Puram,1204.0,2.0,2.0,58.0,2
3568,Built-up  Area,Ready To Move,KR Puram,700.0,1.0,1.0,21.5,1
3569,Super built-up  Area,Ready To Move,KR Puram,1205.0,2.0,1.0,45.79,2
3570,Super built-up  Area,Ready To Move,KR Puram,1827.0,3.0,2.0,97.0,3
3571,Built-up  Area,Not Ready to Move Yet,KR Puram,1075.0,2.0,2.0,32.25,2
3573,Built-up  Area,Ready To Move,KR Puram,1100.0,2.0,1.0,39.9,2
3574,Built-up  Area,Ready To Move,KR Puram,2800.0,6.0,1.0,110.0,7
3575,Super built-up  Area,Ready To Move,KR Puram,1020.0,2.0,2.0,39.0,2
3576,Plot  Area,Ready To Move,KR Puram,1200.0,2.0,0.0,75.0,2
3577,Super built-up  Area,Ready To Move,KR Puram,1245.0,2.0,1.0,60.0,2
3579,Super built-up  Area,Ready To Move,Kadugodi,1762.0,3.0,3.0,91.45,3
3580,Super built-up  Area,Ready To Move,Kadugodi,1198.0,2.0,2.0,58.0,2
3582,Super built-up  Area,Not Ready to Move Yet,Kadugodi,1890.0,4.0,3.0,127.0,3
3583,Plot  Area,Ready To Move,Kadugodi,3750.0,4.0,0.0,210.0,4
3584,Super built-up  Area,Not Ready to Move Yet,Kadugodi,1762.0,3.0,3.0,110.0,3
3585,Super built-up  Area,Not Ready to Move Yet,Kadugodi,1314.0,2.0,3.0,68.2,2
3586,Super built-up  Area,Ready To Move,Kadugodi,1645.0,2.0,2.0,82.0,3
3587,Built-up  Area,Ready To Move,Kadugodi,1100.0,2.0,1.0,45.0,2
3589,Super built-up  Area,Not Ready to Move Yet,Kadugodi,1314.0,2.0,2.0,78.0,2
3590,Super built-up  Area,Not Ready to Move Yet,Kadugodi,1762.0,3.0,3.0,112.0,3
3591,Super built-up  Area,Not Ready to Move Yet,Kadugodi,1314.0,2.0,3.0,83.0,2
3592,Super built-up  Area,Ready To Move,Kadugodi,925.0,1.0,0.0,40.7,1
3593,Super built-up  Area,Ready To Move,Kadugodi,1351.0,2.0,2.0,78.0,3
3594,Super built-up  Area,Ready To Move,Kadugodi,1010.0,2.0,1.0,50.0,2
3595,Super built-up  Area,Not Ready to Move Yet,Kadugodi,1890.0,4.0,3.0,125.0,3
3596,Super built-up  Area,Ready To Move,Kadugodi,1152.0,2.0,2.0,61.0,2
3597,Super built-up  Area,Ready To Move,Kadugodi,1394.0,2.0,2.0,56.0,2
3598,Super built-up  Area,Not Ready to Move Yet,Kadugodi,1762.0,3.0,3.0,112.0,3
3599,Super built-up  Area,Not Ready to Move Yet,Kadugodi,1890.0,4.0,3.0,125.0,3
3603,Built-up  Area,Ready To Move,Kadugodi,1088.0,2.0,2.0,44.0,2
3604,Plot  Area,Ready To Move,Kadugodi,1875.0,2.0,1.0,110.0,3
3605,Super built-up  Area,Ready To Move,Kadugodi,1150.0,2.0,2.0,42.0,2
3606,Super built-up  Area,Not Ready to Move Yet,Kadugodi,1762.0,3.0,3.0,109.0,3
3607,Super built-up  Area,Not Ready to Move Yet,Kadugodi,1314.0,2.0,3.0,80.0,2
3608,Super built-up  Area,Ready To Move,Kadugodi,1196.0,2.0,3.0,60.0,2
3609,Super built-up  Area,Ready To Move,Kaggadasapura,1280.0,2.0,2.0,56.0,3
3610,Super built-up  Area,Ready To Move,Kaggadasapura,1140.0,2.0,2.0,40.0,2
3611,Built-up  Area,Ready To Move,Kaggadasapura,1275.0,2.0,2.0,52.0,2
3612,Built-up  Area,Ready To Move,Kaggadasapura,2150.0,4.0,1.0,100.0,4
3613,Super built-up  Area,Ready To Move,Kaggadasapura,1150.0,2.0,3.0,42.0,2
3614,Super built-up  Area,Ready To Move,Kaggadasapura,1110.0,2.0,3.0,53.0,2
3615,Super built-up  Area,Ready To Move,Kaggadasapura,1060.0,2.0,2.0,48.0,2
3616,Super built-up  Area,Ready To Move,Kaggadasapura,1350.0,3.0,1.0,55.5,3
3617,Super built-up  Area,Ready To Move,Kaggadasapura,1063.0,2.0,2.0,42.0,2
3618,Built-up  Area,Ready To Move,Kaggadasapura,1470.0,2.0,2.0,75.0,3
3620,Super built-up  Area,Ready To Move,Kaggadasapura,1050.0,2.0,2.0,48.0,2
3621,Super built-up  Area,Ready To Move,Kaggadasapura,1132.0,2.0,2.0,42.0,2
3622,Super built-up  Area,Ready To Move,Kaggadasapura,1325.0,2.0,2.0,50.0,2
3623,Super built-up  Area,Ready To Move,Kaggadasapura,1200.0,2.0,2.0,53.0,2
3624,Super built-up  Area,Ready To Move,Kaggadasapura,1035.0,2.0,2.0,45.5,2
3625,Super built-up  Area,Ready To Move,Kaggadasapura,1180.0,1.0,0.0,50.0,2
3626,Built-up  Area,Ready To Move,Kaggadasapura,1140.0,2.0,2.0,46.0,2
3627,Super built-up  Area,Ready To Move,Kaggadasapura,1340.0,3.0,1.0,66.0,3
3630,Built-up  Area,Ready To Move,Kaggadasapura,1500.0,3.0,0.0,75.0,3
3631,Carpet  Area,Ready To Move,Kaggadasapura,1215.0,2.0,3.0,43.0,2
3632,Super built-up  Area,Not Ready to Move Yet,Kaggadasapura,1225.0,2.0,2.0,48.0,2
3633,Super built-up  Area,Ready To Move,Kaggadasapura,1805.0,2.0,2.0,75.0,3
3634,Built-up  Area,Ready To Move,Kaggadasapura,1240.0,2.0,3.0,45.0,2
3635,Super built-up  Area,Ready To Move,Kaggadasapura,1560.0,2.0,3.0,72.0,3
3636,Built-up  Area,Ready To Move,Kaggadasapura,1240.0,2.0,1.0,58.58,2
3637,Super built-up  Area,Ready To Move,Kaggadasapura,1000.0,2.0,2.0,43.0,2
3638,Built-up  Area,Ready To Move,Kaggadasapura,1225.0,2.0,2.0,48.0,2
3639,Built-up  Area,Ready To Move,Kaggadasapura,2500.0,5.0,1.0,120.0,3
3640,Super built-up  Area,Ready To Move,Kaggadasapura,960.0,2.0,1.0,45.0,2
3641,Carpet  Area,Ready To Move,Kaggadasapura,775.0,2.0,2.0,29.5,2
3643,Super built-up  Area,Ready To Move,Kaggadasapura,1455.0,3.0,3.0,75.0,3
3644,Built-up  Area,Ready To Move,Kaggadasapura,1045.0,2.0,2.0,55.0,2
3646,Built-up  Area,Ready To Move,Kaggadasapura,1654.0,3.0,3.0,70.0,3
3648,Super built-up  Area,Ready To Move,Kaggadasapura,1106.0,2.0,3.0,40.0,2
3649,Super built-up  Area,Ready To Move,Kaggadasapura,1485.0,2.0,2.0,70.0,3
3650,Super built-up  Area,Ready To Move,Kaggadasapura,1175.0,2.0,2.0,50.0,2
3652,Super built-up  Area,Ready To Move,Kaggadasapura,1105.0,2.0,1.0,39.5,2
3653,Super built-up  Area,Ready To Move,Kaggadasapura,1500.0,2.0,2.0,75.0,3
3654,Super built-up  Area,Ready To Move,Kaggadasapura,1400.0,2.0,2.0,68.0,3
3655,Built-up  Area,Ready To Move,Kaggadasapura,1150.0,2.0,2.0,45.0,2
3657,Super built-up  Area,Ready To Move,Kaggalipura,700.0,1.0,0.0,38.0,1
3659,Super built-up  Area,Ready To Move,Kaggalipura,700.0,1.0,0.0,36.0,1
3660,Super built-up  Area,Ready To Move,Kaggalipura,950.0,2.0,1.0,48.0,2
3661,Super built-up  Area,Ready To Move,Kaggalipura,1000.0,2.0,1.0,60.0,2
3662,Super built-up  Area,Ready To Move,Kaggalipura,950.0,2.0,1.0,50.0,2
3663,Super built-up  Area,Ready To Move,Kaggalipura,950.0,2.0,1.0,47.0,2
3664,Super built-up  Area,Ready To Move,Kaggalipura,1150.0,2.0,1.0,62.0,3
3665,Super built-up  Area,Ready To Move,Kaggalipura,700.0,1.0,0.0,35.0,1
3668,Super built-up  Area,Ready To Move,Kaggalipura,950.0,2.0,1.0,45.0,2
3669,Super built-up  Area,Ready To Move,Kaggalipura,950.0,2.0,1.0,60.0,2
3670,Super built-up  Area,Ready To Move,Kaikondrahalli,1645.0,3.0,2.0,100.0,3
3671,Super built-up  Area,Ready To Move,Kaikondrahalli,1115.0,2.0,2.0,50.0,2
3672,Super built-up  Area,Ready To Move,Kaikondrahalli,1220.0,3.0,2.0,56.0,3
3673,Super built-up  Area,Ready To Move,Kaikondrahalli,1300.0,2.0,2.0,61.0,2
3674,Super built-up  Area,Ready To Move,Kaikondrahalli,1342.0,3.0,3.0,92.0,3
3675,Super built-up  Area,Ready To Move,Kaikondrahalli,1605.0,3.0,3.0,105.0,3
3676,Super built-up  Area,Ready To Move,Kaikondrahalli,1253.0,2.0,2.0,81.5,2
3677,Super built-up  Area,Ready To Move,Kaikondrahalli,991.0,2.0,0.0,64.0,2
3678,Super built-up  Area,Ready To Move,Kaikondrahalli,1250.0,2.0,1.0,78.0,2
3679,Built-up  Area,Ready To Move,Kaikondrahalli,3381.0,6.0,3.0,225.0,6
3680,Super built-up  Area,Ready To Move,Kalena Agrahara,1200.0,2.0,2.0,50.0,2
3681,Super built-up  Area,Ready To Move,Kalena Agrahara,1804.0,3.0,2.0,120.0,3
3682,Super built-up  Area,Ready To Move,Kalena Agrahara,1425.0,2.0,1.0,70.0,3
3683,Super built-up  Area,Ready To Move,Kalena Agrahara,1325.0,2.0,2.0,76.0,2
3684,Super built-up  Area,Ready To Move,Kalena Agrahara,1450.0,2.0,3.0,85.0,3
3685,Built-up  Area,Ready To Move,Kalena Agrahara,980.0,2.0,1.0,40.0,2
3686,Super built-up  Area,Ready To Move,Kalena Agrahara,1187.0,2.0,3.0,52.0,2
3687,Super built-up  Area,Ready To Move,Kalena Agrahara,800.0,2.0,2.0,30.0,2
3688,Built-up  Area,Ready To Move,Kalena Agrahara,1565.0,3.0,2.0,78.0,3
3689,Super built-up  Area,Ready To Move,Kalena Agrahara,610.0,1.0,1.0,39.0,1
3690,Built-up  Area,Ready To Move,Kalena Agrahara,1040.0,2.0,2.0,45.0,2
3691,Super built-up  Area,Ready To Move,Kalena Agrahara,1450.0,3.0,3.0,100.0,3
3692,Super built-up  Area,Ready To Move,Kalena Agrahara,1200.0,2.0,2.0,45.0,2
3693,Super built-up  Area,Ready To Move,Kalena Agrahara,1902.0,3.0,2.0,89.0,3
3694,Super built-up  Area,Ready To Move,Kalena Agrahara,800.0,2.0,1.0,40.0,2
3695,Super built-up  Area,Ready To Move,Kalena Agrahara,1222.0,2.0,3.0,48.0,2
3696,Super built-up  Area,Ready To Move,Kalena Agrahara,900.0,2.0,1.0,40.0,2
3697,Super built-up  Area,Ready To Move,Kalena Agrahara,1837.0,2.0,2.0,95.0,3
3698,Built-up  Area,Ready To Move,Kalena Agrahara,1510.0,3.0,2.0,78.0,3
3699,Super built-up  Area,Ready To Move,Kalena Agrahara,1354.0,2.0,2.0,70.0,2
3700,Super built-up  Area,Ready To Move,Kalena Agrahara,1200.0,3.0,2.0,70.0,2
3701,Super built-up  Area,Ready To Move,Kalena Agrahara,1354.0,2.0,2.0,71.0,2
3702,Super built-up  Area,Ready To Move,Kalyan nagar,1290.0,2.0,2.0,110.0,2
3704,Built-up  Area,Ready To Move,Kalyan nagar,820.0,2.0,0.0,39.0,2
3705,Built-up  Area,Ready To Move,Kalyan nagar,3800.0,5.0,3.0,300.0,4
3708,Super built-up  Area,Ready To Move,Kalyan nagar,1080.0,2.0,2.0,73.0,2
3709,Super built-up  Area,Ready To Move,Kalyan nagar,2422.0,3.0,2.0,150.0,4
3710,Super built-up  Area,Ready To Move,Kalyan nagar,1280.0,2.0,1.0,48.0,2
3712,Super built-up  Area,Ready To Move,Kalyan nagar,1198.0,2.0,1.0,65.0,2
3713,Built-up  Area,Ready To Move,Kalyan nagar,1250.0,2.0,2.0,65.0,2
3714,Built-up  Area,Ready To Move,Kalyan nagar,1190.0,2.0,1.0,60.0,2
3715,Built-up  Area,Ready To Move,Kalyan nagar,1086.0,2.0,2.0,44.5,2
3716,Super built-up  Area,Ready To Move,Kalyan nagar,2285.0,4.0,1.0,165.0,3
3717,Built-up  Area,Ready To Move,Kalyan nagar,1100.0,2.0,1.0,70.0,2
3718,Super built-up  Area,Not Ready to Move Yet,Kambipura,883.0,2.0,1.0,45.0,2
3719,Super built-up  Area,Ready To Move,Kambipura,1082.0,2.0,1.0,56.0,3
3720,Super built-up  Area,Ready To Move,Kambipura,883.0,2.0,1.0,45.0,2
3722,Super built-up  Area,Ready To Move,Kambipura,883.0,2.0,1.0,39.0,2
3723,Super built-up  Area,Ready To Move,Kambipura,883.0,2.0,1.0,45.0,2
3724,Super built-up  Area,Ready To Move,Kambipura,883.0,2.0,1.0,39.0,2
3725,Super built-up  Area,Ready To Move,Kambipura,1082.0,2.0,1.0,55.0,3
3727,Super built-up  Area,Ready To Move,Kambipura,883.0,2.0,1.0,37.0,2
3728,Super built-up  Area,Ready To Move,Kambipura,883.0,2.0,1.0,44.0,2
3729,Super built-up  Area,Ready To Move,Kambipura,883.0,2.0,1.0,37.0,2
3732,Built-up  Area,Ready To Move,Kambipura,883.0,2.0,1.0,39.0,2
3733,Super built-up  Area,Ready To Move,Kambipura,883.0,2.0,1.0,37.01,2
3734,Super built-up  Area,Ready To Move,Kambipura,883.0,2.0,1.0,39.0,2
3735,Super built-up  Area,Ready To Move,Kambipura,883.0,2.0,1.0,45.0,2
3736,Built-up  Area,Ready To Move,Kambipura,883.0,2.0,1.0,39.0,2
3737,Super built-up  Area,Ready To Move,Kambipura,1082.0,2.0,1.0,55.0,3
3738,Built-up  Area,Ready To Move,Kammanahalli,1666.0,4.0,1.0,150.0,5
3739,Built-up  Area,Ready To Move,Kammanahalli,540.0,3.0,1.0,60.0,3
3740,Built-up  Area,Ready To Move,Kammanahalli,700.0,1.0,0.0,59.0,1
3741,Plot  Area,Ready To Move,Kammanahalli,600.0,2.0,1.0,50.0,3
3742,Super built-up  Area,Ready To Move,Kammanahalli,1200.0,2.0,2.0,80.0,2
3743,Plot  Area,Ready To Move,Kammanahalli,1200.0,1.0,1.0,81.0,2
3744,Built-up  Area,Ready To Move,Kammanahalli,2900.0,4.0,2.0,200.0,4
3745,Plot  Area,Ready To Move,Kammanahalli,782.0,4.0,2.0,85.0,6
3746,Plot  Area,Ready To Move,Kammanahalli,1600.0,4.0,1.0,200.0,4
3747,Super built-up  Area,Ready To Move,Kammanahalli,1200.0,3.0,2.0,80.0,2
3748,Super built-up  Area,Ready To Move,Kammasandra,1595.0,3.0,2.0,65.0,3
3749,Super built-up  Area,Not Ready to Move Yet,Kammasandra,810.0,2.0,2.0,24.5,2
3750,Super built-up  Area,Ready To Move,Kammasandra,657.5,1.0,0.0,18.41,1
3751,Super built-up  Area,Ready To Move,Kammasandra,674.0,2.0,1.0,29.0,2
3752,Super built-up  Area,Ready To Move,Kammasandra,912.0,2.0,1.0,39.0,3
3753,Super built-up  Area,Ready To Move,Kammasandra,1156.0,2.0,2.0,32.0,2
3754,Super built-up  Area,Ready To Move,Kammasandra,870.0,2.0,1.0,24.0,2
3755,Built-up  Area,Ready To Move,Kammasandra,990.0,2.0,1.0,31.5,2
3757,Super built-up  Area,Ready To Move,Kammasandra,930.0,2.0,0.0,25.0,2
3758,Super built-up  Area,Not Ready to Move Yet,Kammasandra,992.0,2.0,2.0,25.79,2
3759,Super built-up  Area,Ready To Move,Kammasandra,1030.0,1.0,2.0,25.75,2
3761,Super built-up  Area,Ready To Move,Kammasandra,1015.0,2.0,2.0,37.0,2
3763,Super built-up  Area,Ready To Move,Kammasandra,1080.0,2.0,1.0,31.99,2
3764,Built-up  Area,Ready To Move,Kammasandra,1415.0,2.0,2.0,60.0,2
3765,Super built-up  Area,Ready To Move,Kammasandra,1057.0,2.0,1.0,35.0,2
3766,Super built-up  Area,Not Ready to Move Yet,Kammasandra,982.0,2.0,2.0,25.53,2
3767,Super built-up  Area,Ready To Move,Kammasandra,1500.0,3.0,2.0,65.0,3
3768,Super built-up  Area,Ready To Move,Kammasandra,985.0,2.0,1.0,40.5,2
3769,Super built-up  Area,Ready To Move,Kammasandra,940.0,2.0,2.0,35.0,2
3771,Super built-up  Area,Not Ready to Move Yet,Kammasandra,610.0,1.0,1.0,18.5,1
3772,Built-up  Area,Ready To Move,Kanakapura,1419.0,3.0,3.0,75.0,3
3773,Super built-up  Area,Not Ready to Move Yet,Kanakapura,711.0,1.0,1.0,36.0,1
3774,Super built-up  Area,Not Ready to Move Yet,Kanakapura,711.0,1.0,1.0,38.0,1
3775,Super built-up  Area,Not Ready to Move Yet,Kanakapura,929.0,2.0,1.0,46.0,2
3776,Super built-up  Area,Not Ready to Move Yet,Kanakapura,551.0,1.0,1.0,30.0,1
3777,Super built-up  Area,Ready To Move,Kanakapura,1020.0,2.0,1.0,42.83,2
3778,Super built-up  Area,Not Ready to Move Yet,Kanakapura,1699.0,3.0,3.0,97.0,3
3779,Super built-up  Area,Ready To Move,Kanakapura,1130.0,2.0,1.0,45.2,2
3780,Super built-up  Area,Not Ready to Move Yet,Kanakapura,1476.0,3.0,1.0,75.0,3
3781,Super built-up  Area,Not Ready to Move Yet,Kanakapura,1295.0,2.0,2.0,64.0,2
3782,Super built-up  Area,Ready To Move,Kanakapura,1160.0,2.0,1.0,46.39,2
3783,Super built-up  Area,Ready To Move,Kanakapura,1277.0,2.0,2.0,55.0,2
3784,Super built-up  Area,Not Ready to Move Yet,Kanakapura,1151.0,2.0,1.0,59.0,2
3785,Super built-up  Area,Not Ready to Move Yet,Kanakapura,945.0,2.0,1.0,47.0,2
3786,Super built-up  Area,Not Ready to Move Yet,Kanakapura,1254.0,2.0,2.0,70.0,3
3787,Built-up  Area,Not Ready to Move Yet,Kanakapura,2200.0,3.0,1.0,121.0,3
3788,Built-up  Area,Ready To Move,Kanakapura,1340.0,2.0,2.0,65.0,2
3790,Super built-up  Area,Ready To Move,Kanakapura,1450.0,3.0,1.0,75.0,3
3791,Super built-up  Area,Ready To Move,Kanakapura,1130.0,2.0,1.0,45.2,2
3792,Super built-up  Area,Not Ready to Move Yet,Kanakapura,1283.0,2.0,2.0,68.0,2
3793,Built-up  Area,Ready To Move,Kanakapura,2130.0,4.0,0.0,120.0,4
3795,Super built-up  Area,Not Ready to Move Yet,Kanakapura,938.0,1.0,1.0,50.0,1
3796,Super built-up  Area,Not Ready to Move Yet,Kanakapura,825.0,1.0,0.0,35.475,1
3797,Super built-up  Area,Not Ready to Move Yet,Kanakapura,1489.0,2.0,1.0,70.0,3
3798,Super built-up  Area,Not Ready to Move Yet,Kanakapura,1477.0,2.0,1.0,69.5,3
3799,Super built-up  Area,Not Ready to Move Yet,Kanakpura Road,700.0,2.0,1.0,36.0,2
3800,Super built-up  Area,Ready To Move,Kanakpura Road,1665.0,3.0,2.0,88.0,3
3801,Built-up  Area,Ready To Move,Kanakpura Road,950.0,2.0,1.0,57.0,2
3802,Built-up  Area,Not Ready to Move Yet,Kanakpura Road,2250.0,4.0,1.0,110.0,4
3804,Super built-up  Area,Not Ready to Move Yet,Kanakpura Road,525.0,1.0,1.0,26.0,1
3808,Super built-up  Area,Not Ready to Move Yet,Kanakpura Road,525.0,1.0,1.0,27.25,1
3809,Super built-up  Area,Not Ready to Move Yet,Kanakpura Road,1100.0,2.0,1.0,58.0,3
3810,Super built-up  Area,Not Ready to Move Yet,Kanakpura Road,525.0,1.0,1.0,30.0,1
3812,Super built-up  Area,Ready To Move,Kanakpura Road,1339.0,2.0,3.0,75.0,2
3813,Super built-up  Area,Not Ready to Move Yet,Kanakpura Road,1100.0,3.0,2.0,58.0,3
3814,Super built-up  Area,Not Ready to Move Yet,Kanakpura Road,525.0,1.0,1.0,26.0,1
3816,Super built-up  Area,Ready To Move,Kanakpura Road,1843.0,3.0,2.0,95.84,3
3817,Super built-up  Area,Not Ready to Move Yet,Kanakpura Road,1290.0,2.0,3.0,74.0,2
3819,Super built-up  Area,Ready To Move,Kanakpura Road,1665.0,3.0,2.0,86.58,3
3821,Super built-up  Area,Ready To Move,Kanakpura Road,1542.0,2.0,3.0,85.0,3
3822,Super built-up  Area,Not Ready to Move Yet,Kanakpura Road,1300.0,2.0,3.0,69.0,3
3828,Super built-up  Area,Ready To Move,Kanakpura Road,1495.0,2.0,2.0,90.0,2
3832,Built-up  Area,Ready To Move,Kanakpura Road,3500.0,6.0,2.0,225.0,4
3833,Super built-up  Area,Ready To Move,Kanakpura Road,1420.0,2.0,2.0,75.0,3
3835,Super built-up  Area,Not Ready to Move Yet,Kanakpura Road,825.0,1.0,0.0,36.29,1
3836,Super built-up  Area,Not Ready to Move Yet,Kanakpura Road,983.0,2.0,1.0,50.6,2
3841,Super built-up  Area,Ready To Move,Kanakpura Road,1843.0,3.0,2.0,95.84,3
3842,Plot  Area,Ready To Move,Kanakpura Road,1500.0,3.0,2.0,97.0,3
3844,Super built-up  Area,Not Ready to Move Yet,Kanakpura Road,1366.0,3.0,1.0,76.85,2
3846,Super built-up  Area,Not Ready to Move Yet,Kanakpura Road,525.0,1.0,1.0,25.0,1
3848,Super built-up  Area,Not Ready to Move Yet,Kanakpura Road,2265.0,3.0,2.0,136.0,3
3853,Plot  Area,Ready To Move,Kanakpura Road,2200.0,3.0,2.0,130.0,3
3854,Super built-up  Area,Not Ready to Move Yet,Kanakpura Road,525.0,1.0,1.0,30.0,1
3856,Super built-up  Area,Not Ready to Move Yet,Kanakpura Road,1051.0,2.0,2.0,56.74,2
3857,Super built-up  Area,Not Ready to Move Yet,Kanakpura Road,525.0,1.0,1.0,30.0,1
3859,Super built-up  Area,Not Ready to Move Yet,Kanakpura Road,1299.0,2.0,2.0,85.0,2
3863,Plot  Area,Ready To Move,Kanakpura Road,1080.0,6.0,3.0,65.0,5
3864,Super built-up  Area,Not Ready to Move Yet,Kanakpura Road,1300.0,3.0,2.0,69.0,3
3865,Super built-up  Area,Not Ready to Move Yet,Kanakpura Road,700.0,2.0,1.0,40.0,2
3866,Carpet  Area,Not Ready to Move Yet,Kanakpura Road,458.0,1.0,0.0,19.695,1
3867,Super built-up  Area,Ready To Move,Kanakpura Road,1700.0,3.0,3.0,88.0,3
3870,Plot  Area,Ready To Move,Kanakpura Road,2775.0,3.0,1.0,165.0,4
3871,Plot  Area,Ready To Move,Kanakpura Road,1900.0,3.0,1.0,99.0,3
3872,Super built-up  Area,Not Ready to Move Yet,Kanakpura Road,1290.0,2.0,3.0,80.0,2
3877,Super built-up  Area,Not Ready to Move Yet,Kanakpura Road,1868.0,3.0,2.0,113.0,3
3879,Super built-up  Area,Not Ready to Move Yet,Kanakpura Road,1366.0,2.0,1.0,83.0,2
3880,Super built-up  Area,Not Ready to Move Yet,Kanakpura Road,700.0,2.0,1.0,40.0,2
3882,Super built-up  Area,Ready To Move,Kanakpura Road,1339.0,2.0,2.0,71.5,2
3884,Super built-up  Area,Not Ready to Move Yet,Kanakpura Road,670.0,1.0,1.0,35.0,1
3891,Super built-up  Area,Not Ready to Move Yet,Kanakpura Road,525.0,1.0,1.0,30.0,1
3894,Super built-up  Area,Ready To Move,Kanakpura Road,1498.0,3.0,2.0,95.0,3
3895,Super built-up  Area,Ready To Move,Kanakpura Road,1665.0,3.0,2.0,86.91,3
3896,Super built-up  Area,Ready To Move,Kanakpura Road,1665.0,3.0,2.0,86.58,3
3897,Super built-up  Area,Not Ready to Move Yet,Kanakpura Road,712.0,1.0,1.0,38.44,1
3901,Super built-up  Area,Ready To Move,Kanakpura Road,1507.0,2.0,3.0,95.0,3
3905,Super built-up  Area,Ready To Move,Kanakpura Road,1339.0,2.0,2.0,85.0,2
3906,Super built-up  Area,Ready To Move,Kanakpura Road,1900.0,3.0,3.0,125.0,3
3907,Super built-up  Area,Not Ready to Move Yet,Kanakpura Road,525.0,1.0,1.0,27.0,1
3908,Super built-up  Area,Not Ready to Move Yet,Kanakpura Road,525.0,1.0,1.0,27.5,1
3910,Super built-up  Area,Not Ready to Move Yet,Kanakpura Road,525.0,1.0,1.0,26.25,1
3912,Super built-up  Area,Not Ready to Move Yet,Kanakpura Road,525.0,1.0,1.0,26.0,1
3913,Built-up  Area,Ready To Move,Kanakpura Road,1050.0,2.0,1.0,59.0,3
3914,Carpet  Area,Ready To Move,Kanakpura Road,1600.0,3.0,3.0,90.0,3
3918,Super built-up  Area,Not Ready to Move Yet,Kanakpura Road,1100.0,3.0,2.0,56.57,3
3921,Super built-up  Area,Ready To Move,Kanakpura Road,1843.0,3.0,2.0,96.2,3
3925,Built-up  Area,Ready To Move,Kanakpura Road,1240.0,2.0,2.0,65.0,2
3929,Super built-up  Area,Not Ready to Move Yet,Kanakpura Road,700.0,2.0,1.0,41.0,2
3933,Super built-up  Area,Not Ready to Move Yet,Kanakpura Road,700.0,1.0,1.0,41.0,2
3935,Super built-up  Area,Not Ready to Move Yet,Kanakpura Road,1100.0,3.0,1.0,58.0,3
3936,Built-up  Area,Ready To Move,Kanakpura Road,1140.0,2.0,1.0,65.0,2
3938,Super built-up  Area,Not Ready to Move Yet,Kanakpura Road,700.0,2.0,1.0,40.0,2
3941,Super built-up  Area,Not Ready to Move Yet,Kanakpura Road,525.0,1.0,1.0,26.01,1
3944,Built-up  Area,Ready To Move,Kanakpura Road,1322.0,2.0,3.0,70.0,2
3945,Super built-up  Area,Not Ready to Move Yet,Kanakpura Road,1698.0,2.0,1.0,105.0,2
3946,Super built-up  Area,Not Ready to Move Yet,Kanakpura Road,1300.0,3.0,2.0,69.0,3
3947,Super built-up  Area,Not Ready to Move Yet,Kanakpura Road,1300.0,3.0,1.0,69.0,3
3949,Super built-up  Area,Not Ready to Move Yet,Kanakpura Road,1167.0,2.0,1.0,63.0,2
3953,Super built-up  Area,Not Ready to Move Yet,Kanakpura Road,1300.0,3.0,1.0,69.0,3
3958,Super built-up  Area,Ready To Move,Kanakpura Road,1430.0,2.0,2.0,78.0,2
3959,Super built-up  Area,Not Ready to Move Yet,Kanakpura Road,700.0,2.0,1.0,36.0,2
3963,Super built-up  Area,Not Ready to Move Yet,Kanakpura Road,1100.0,3.0,2.0,58.0,3
